area_type,location,total_sqft,bath,balcony,price,bhk,price_per_sqft
Super built-up  Area,Chandapura,1323.0,2.0,1.0,42.0,3,3175.0
Super built-up  Area,Chandapura,410.0,1.0,1.0,10.0,1,2439.0
Super built-up  Area,Chandapura,985.0,2.0,1.0,25.12,2,2550.0
Super built-up  Area,Chandapura,645.0,1.0,1.0,16.45,1,2550.0
Super built-up  Area,Chandapura,645.0,1.0,1.0,16.45,1,2550.0
Plot  Area,Chandapura,1200.0,2.0,1.0,36.0,2,3000.0
Built-up  Area,Chandapura,740.0,1.0,1.0,22.0,2,2973.0
Super built-up  Area,Chandapura,876.0,2.0,2.0,28.47,2,3250.0
Super built-up  Area,Chandapura,520.0,1.0,1.0,14.04,1,2700.0
Super built-up  Area,Channasandra,1009.0,2.0,1.0,38.34,2,3800.0
Super built-up  Area,Channasandra,1065.0,2.0,1.0,35.0,2,3286.0
Super built-up  Area,Channasandra,1470.0,2.0,1.0,90.0,3,6122.0
Super built-up  Area,Channasandra,1115.0,2.0,1.0,33.45,2,3000.0
Super built-up  Area,Channasandra,1030.0,2.0,1.0,34.5,2,3350.0
Built-up  Area,Channasandra,4200.0,6.0,0.0,180.0,6,4286.0
Super built-up  Area,Channasandra,1115.0,2.0,1.0,40.0,2,3587.0
Plot  Area,Channasandra,1200.0,3.0,1.0,67.77,3,5648.0
Super built-up  Area,Channasandra,1104.0,2.0,1.0,35.5,2,3216.0
Super built-up  Area,Channasandra,1160.0,2.0,1.0,55.0,2,4741.0
Super built-up  Area,Channasandra,1050.0,2.0,2.0,41.0,2,3905.0
Super built-up  Area,Channasandra,1065.0,2.0,1.0,40.47,2,3800.0
Super built-up  Area,Channasandra,1070.0,2.0,1.0,38.0,2,3551.0
Super built-up  Area,Channasandra,1050.0,2.0,1.0,35.0,2,3333.0
Super built-up  Area,Channasandra,1093.0,2.0,1.0,34.0,2,3111.0
Built-up  Area,Channasandra,808.0,2.0,1.0,40.0,2,4950.0
Super built-up  Area,Channasandra,1010.0,2.0,1.0,36.0,2,3564.0
Super built-up  Area,Channasandra,1123.0,2.0,1.0,36.0,2,3206.0
Super built-up  Area,Channasandra,1000.0,2.0,2.0,35.0,2,3500.0
Plot  Area,Channasandra,1500.0,4.0,1.0,89.45,4,5963.0
Super built-up  Area,Channasandra,1330.0,2.0,2.0,51.83,3,3897.0
Super built-up  Area,Channasandra,1093.0,2.0,1.0,37.0,2,3385.0
Super built-up  Area,Channasandra,1115.0,2.0,1.0,35.8,2,3211.0
Plot  Area,Channasandra,1500.0,3.0,1.0,61.95,3,4130.0
Super built-up  Area,Channasandra,830.0,2.0,1.0,36.28,2,4371.0
Plot  Area,Channasandra,1200.0,3.0,1.0,67.77,3,5648.0
Super built-up  Area,Channasandra,1195.0,2.0,1.0,56.0,3,4686.0
Super built-up  Area,Channasandra,1175.0,2.0,2.0,38.0,2,3234.0
Plot  Area,Channasandra,1200.0,2.0,1.0,46.13,2,3844.0
Super built-up  Area,Channasandra,1065.0,2.0,1.0,36.0,2,3380.0
Super built-up  Area,Channasandra,1050.0,2.0,1.0,44.41,2,4230.0
Super built-up  Area,Channasandra,1010.0,2.0,1.0,32.0,2,3168.0
Plot  Area,Chikka Tirupathi,2600.0,5.0,3.0,120.0,4,4615.0
Plot  Area,Chikka Tirupathi,2325.0,4.0,1.0,120.0,4,5161.0
Plot  Area,Chikka Tirupathi,1808.0,4.0,2.0,80.27,3,4440.0
Plot  Area,Chikka Tirupathi,3297.0,3.0,1.0,135.0,3,4095.0
Plot  Area,Chikka Tirupathi,3500.0,5.0,3.0,150.0,4,4286.0
Plot  Area,Chikka Tirupathi,2646.0,3.0,0.0,99.0,3,3741.0
Built-up  Area,Chikka Tirupathi,2704.0,5.0,0.0,105.0,4,3883.0
Plot  Area,Chikka Tirupathi,2325.0,3.0,0.0,95.0,3,4086.0
Plot  Area,Chikka Tirupathi,2325.0,4.0,1.0,120.0,4,5161.0
Built-up  Area,Chikka Tirupathi,3250.0,4.0,2.0,136.0,4,4185.0
Plot  Area,Chikka Tirupathi,2665.0,5.0,3.0,125.0,4,4690.0
Built-up  Area,Chikkabanavar,950.0,2.0,1.0,40.0,2,4211.0
Plot  Area,Chikkabanavar,1600.0,2.0,0.0,80.0,3,5000.0
Super built-up  Area,Chikkabanavar,600.0,1.0,2.0,25.0,2,4167.0
Built-up  Area,Chikkabanavar,2400.0,4.0,0.0,97.0,5,4042.0
Built-up  Area,Chikkabanavar,2000.0,4.0,0.0,65.0,5,3250.0
Super built-up  Area,Chikkabanavar,1067.0,2.0,1.0,38.0,2,3561.0
Super built-up  Area,Chikkabanavar,1320.0,2.0,2.0,46.0,3,3485.0
Built-up  Area,Chikkabanavar,4000.0,7.0,0.0,110.0,8,2750.0
Built-up  Area,Chikkalasandra,1100.0,2.0,2.0,50.0,2,4545.0
Super built-up  Area,Chikkalasandra,1208.0,2.0,1.0,49.0,2,4056.0
Carpet  Area,Chikkalasandra,875.0,2.0,3.0,52.8,2,6034.0
Built-up  Area,Chikkalasandra,1800.0,1.0,1.0,128.0,2,7111.0
Built-up  Area,Chikkalasandra,1070.0,2.0,2.0,50.0,2,4673.0
Super built-up  Area,Chikkalasandra,1230.0,2.0,2.0,48.0,2,3902.0
Built-up  Area,Chikkalasandra,1428.0,2.0,1.0,80.0,3,5602.0
Super built-up  Area,Chikkalasandra,1070.0,2.0,1.0,42.8,2,4000.0
Super built-up  Area,Chikkalasandra,1075.0,2.0,1.0,46.76,2,4350.0
Super built-up  Area,Chikkalasandra,1070.0,2.0,1.0,45.48,2,4250.0
Super built-up  Area,Chikkalasandra,1100.0,2.0,2.0,50.0,2,4545.0
Built-up  Area,Chikkalasandra,1224.0,2.0,2.0,45.0,2,3676.0
Super built-up  Area,Chikkalasandra,1090.0,2.0,1.0,47.42,2,4350.0
Built-up  Area,Chikkalasandra,1325.0,2.0,1.0,59.0,2,4453.0
Super built-up  Area,Chikkalasandra,1290.0,2.0,2.0,72.0,2,5581.0
Super built-up  Area,Choodasandra,1115.0,2.0,2.0,50.0,2,4484.0
Super built-up  Area,Choodasandra,1300.0,2.0,3.0,57.0,2,4385.0
Super built-up  Area,Choodasandra,1530.0,3.0,2.0,77.0,3,5033.0
Super built-up  Area,Choodasandra,1197.0,2.0,1.0,63.0,2,5263.0
Super built-up  Area,Choodasandra,1465.0,3.0,3.0,75.0,3,5119.0
Super built-up  Area,Choodasandra,1115.0,2.0,1.0,50.0,2,4484.0
Super built-up  Area,Choodasandra,1215.0,2.0,2.0,59.0,2,4856.0
Super built-up  Area,Choodasandra,1254.0,2.0,1.0,65.0,3,5183.0
Super built-up  Area,Choodasandra,1580.0,3.0,3.0,105.0,3,6646.0
Super built-up  Area,Choodasandra,725.0,2.0,2.0,36.0,2,4966.0
Built-up  Area,Choodasandra,2429.0,3.0,1.0,210.0,4,8646.0
Super built-up  Area,Choodasandra,1075.0,2.0,2.0,45.0,2,4186.0
Super built-up  Area,Choodasandra,1180.0,2.0,1.0,71.22,2,6036.0
Built-up  Area,Choodasandra,1140.0,2.0,2.0,62.0,2,5439.0
Super built-up  Area,Choodasandra,1560.0,3.0,2.0,78.0,3,5000.0
Built-up  Area,Choodasandra,1065.0,2.0,1.0,46.0,2,4319.0
Super built-up  Area,Choodasandra,1115.0,2.0,2.0,50.0,2,4484.0
Super built-up  Area,Choodasandra,1115.0,2.0,1.0,50.0,2,4484.0
Super built-up  Area,Cooke Town,3950.0,4.0,0.0,450.0,4,11392.0
Built-up  Area,Cooke Town,2388.0,4.0,3.0,239.0,3,10008.0
Super built-up  Area,Cooke Town,1710.0,2.0,2.0,200.0,2,11696.0
Super built-up  Area,Cooke Town,1310.0,2.0,2.0,111.0,2,8473.0
Super built-up  Area,Cooke Town,3900.0,5.0,0.0,415.0,4,10641.0
Super built-up  Area,Cooke Town,2560.0,4.0,0.0,310.0,3,12109.0
Plot  Area,Cooke Town,2600.0,3.0,1.0,375.0,3,14423.0
Super built-up  Area,Cooke Town,1100.0,2.0,3.0,90.0,2,8182.0
Super built-up  Area,Cooke Town,2300.0,3.0,1.0,250.0,3,10870.0
Super built-up  Area,Cox Town,1975.0,3.0,3.0,150.0,3,7595.0
Super built-up  Area,Cox Town,1650.0,3.0,3.0,100.0,3,6061.0
Super built-up  Area,Cox Town,1730.0,3.0,3.0,140.0,3,8092.0
Super built-up  Area,Cox Town,1600.0,3.0,1.0,150.0,3,9375.0
Super built-up  Area,Cox Town,1250.0,2.0,2.0,95.0,2,7600.0
Built-up  Area,Cox Town,1280.0,2.0,1.0,120.0,2,9375.0
Built-up  Area,Cox Town,1073.0,2.0,2.0,72.0,2,6710.0
Super built-up  Area,Cox Town,1000.0,2.0,3.0,58.0,2,5800.0
Super built-up  Area,Cox Town,1200.0,2.0,2.0,140.0,2,11667.0
Super built-up  Area,Cunningham Road,5270.0,4.0,3.0,1250.0,4,23719.0
Super built-up  Area,Cunningham Road,3875.0,3.0,2.0,864.0,3,22297.0
Super built-up  Area,Cunningham Road,3875.0,3.0,2.0,800.0,3,20645.0
Super built-up  Area,Cunningham Road,3815.0,3.0,1.0,763.0,3,20000.0
Super built-up  Area,Cunningham Road,2880.0,3.0,2.0,501.0,3,17396.0
Super built-up  Area,Cunningham Road,3489.0,3.0,1.0,662.0,3,18974.0
Super built-up  Area,Cunningham Road,4170.0,3.0,2.0,800.0,3,19185.0
Super built-up  Area,Cunningham Road,2700.0,3.0,1.0,501.0,3,18556.0
Plot  Area,Cunningham Road,7500.0,6.0,2.0,1800.0,4,24000.0
Super built-up  Area,Cunningham Road,2880.0,3.0,2.0,560.0,3,19444.0
Super built-up  Area,Dasanapura,708.0,2.0,2.0,37.0,2,5226.0
Super built-up  Area,Dasanapura,708.0,1.0,1.0,40.0,2,5650.0
Built-up  Area,Dasanapura,965.0,2.0,1.0,42.5,2,4404.0
Super built-up  Area,Dasanapura,814.0,2.0,1.0,42.0,2,5160.0
Built-up  Area,Dasanapura,1163.0,2.0,1.0,65.0,2,5589.0
Super built-up  Area,Dasanapura,1286.0,2.0,1.0,68.0,3,5288.0
Super built-up  Area,Dasanapura,708.0,2.0,1.0,31.15,2,4400.0
Super built-up  Area,Dasanapura,708.0,1.0,1.0,41.0,1,5791.0
Super built-up  Area,Dasanapura,814.0,2.0,1.0,43.7,2,5369.0
Super built-up  Area,Dasarahalli,1295.0,2.0,1.0,65.0,2,5019.0
Built-up  Area,Dasarahalli,1150.0,2.0,0.0,70.0,2,6087.0
Super built-up  Area,Dasarahalli,2100.0,3.0,3.0,120.0,3,5714.0
Super built-up  Area,Dasarahalli,1220.0,2.0,2.0,52.0,2,4262.0
Super built-up  Area,Dasarahalli,1375.0,2.0,1.0,60.0,2,4364.0
Super built-up  Area,Dasarahalli,1333.0,2.0,1.0,78.56,2,5893.0
Super built-up  Area,Dasarahalli,1220.0,2.0,2.0,62.0,2,5082.0
Built-up  Area,Devanahalli,3210.0,2.0,0.0,192.0,4,5981.0
Super built-up  Area,Devanahalli,1260.0,2.0,2.0,66.78,2,5300.0
Super built-up  Area,Devanahalli,1282.0,2.0,2.0,68.52,3,5345.0
Super built-up  Area,Devanahalli,1360.0,2.0,1.0,65.0,2,4779.0
Super built-up  Area,Devanahalli,1408.0,2.0,2.0,85.0,2,6037.0
Super built-up  Area,Devanahalli,1010.0,2.0,1.0,51.0,2,5050.0
Super built-up  Area,Devanahalli,1080.0,2.0,0.0,53.35,2,4940.0
Plot  Area,Devanahalli,2400.0,5.0,3.0,100.0,5,4167.0
Super built-up  Area,Devanahalli,1174.0,2.0,1.0,59.0,2,5026.0
Super built-up  Area,Devanahalli,658.0,1.0,1.0,34.0,1,5167.0
Super built-up  Area,Devanahalli,658.0,1.0,0.0,26.91,1,4090.0
Super built-up  Area,Devanahalli,698.5,1.0,0.0,28.57,1,4090.0
Super built-up  Area,Devanahalli,1080.0,2.0,1.0,52.0,2,4815.0
Super built-up  Area,Devanahalli,1700.0,3.0,0.0,88.2,3,5188.0
Super built-up  Area,Devanahalli,1498.0,3.0,3.0,79.15,3,5284.0
Super built-up  Area,Devanahalli,1466.0,3.0,3.0,77.59,3,5293.0
Super built-up  Area,Devanahalli,775.0,1.0,0.0,39.0,1,5032.0
Super built-up  Area,Devanahalli,1020.0,2.0,1.0,49.87,1,4889.0
Super built-up  Area,Devanahalli,1550.0,3.0,1.0,85.0,3,5484.0
Super built-up  Area,Devanahalli,1340.0,2.0,1.0,65.0,2,4851.0
Built-up  Area,Devanahalli,2125.0,3.0,1.0,107.0,3,5035.0
Super built-up  Area,Devanahalli,658.0,1.0,1.0,26.91,1,4090.0
Built-up  Area,Devanahalli,1010.0,2.0,1.0,58.0,2,5743.0
Super built-up  Area,Devanahalli,1075.0,2.0,0.0,52.57,1,4890.0
Super built-up  Area,Devarachikkanahalli,1250.0,2.0,2.0,40.0,2,3200.0
Plot  Area,Devarachikkanahalli,1200.0,2.0,2.0,83.0,2,6917.0
Super built-up  Area,Devarachikkanahalli,1170.0,2.0,2.0,40.0,2,3419.0
Built-up  Area,Devarachikkanahalli,615.0,1.0,1.0,24.0,1,3902.0
Super built-up  Area,Devarachikkanahalli,1230.0,2.0,1.0,58.0,2,4715.0
Super built-up  Area,Devarachikkanahalli,1425.0,2.0,2.0,65.0,3,4561.0
Super built-up  Area,Devarachikkanahalli,947.0,2.0,2.0,43.0,2,4541.0
Super built-up  Area,Devarachikkanahalli,1130.0,2.0,2.0,36.0,2,3186.0
Super built-up  Area,Devarachikkanahalli,1417.0,2.0,2.0,76.0,3,5363.0
Super built-up  Area,Devarachikkanahalli,1230.0,2.0,1.0,58.0,2,4715.0
Super built-up  Area,Devarachikkanahalli,1705.0,3.0,2.0,75.0,3,4399.0
Built-up  Area,Devarachikkanahalli,1116.0,2.0,1.0,47.0,2,4211.0
Super built-up  Area,Devarachikkanahalli,991.0,2.0,2.0,40.0,2,4036.0
Built-up  Area,Dodda Nekkundi,1260.0,2.0,2.0,55.0,2,4365.0
Super built-up  Area,Dodda Nekkundi,850.0,2.0,3.0,28.0,2,3294.0
Super built-up  Area,Dodda Nekkundi,1390.0,2.0,2.0,60.0,2,4317.0
Super built-up  Area,Dodda Nekkundi,1804.0,3.0,2.0,121.0,3,6707.0
Super built-up  Area,Dodda Nekkundi,1080.0,2.0,2.0,50.0,2,4630.0
Super built-up  Area,Dodda Nekkundi,1999.0,3.0,2.0,132.0,3,6603.0
Super built-up  Area,Dodda Nekkundi,1100.0,2.0,2.0,48.0,2,4364.0
Super built-up  Area,Dodda Nekkundi,1999.0,3.0,2.0,135.0,3,6753.0
Super built-up  Area,Dodda Nekkundi,1100.0,2.0,1.0,41.15,2,3741.0
Super built-up  Area,Dodda Nekkundi,1252.0,2.0,1.0,71.0,3,5671.0
Super built-up  Area,Dodda Nekkundi,1155.0,2.0,1.0,46.0,2,3983.0
Super built-up  Area,Dodda Nekkundi,1128.0,2.0,2.0,45.0,2,3989.0
Super built-up  Area,Dodda Nekkundi,1148.0,2.0,1.0,56.0,2,4878.0
Built-up  Area,Dodda Nekkundi,1145.0,2.0,1.0,46.5,2,4061.0
Super built-up  Area,Dodda Nekkundi,1829.0,3.0,2.0,125.0,3,6834.0
Super built-up  Area,Dodda Nekkundi,1100.0,2.0,1.0,41.16,2,3742.0
Super built-up  Area,Dodda Nekkundi,1100.0,2.0,1.0,46.75,2,4250.0
Super built-up  Area,Dodda Nekkundi,1315.0,2.0,2.0,50.0,2,3802.0
Super built-up  Area,Dodda Nekkundi,1135.0,2.0,2.0,58.0,2,5110.0
Super built-up  Area,Dodda Nekkundi,1100.0,2.0,1.0,41.18,2,3744.0
Built-up  Area,Dodda Nekkundi,1370.0,2.0,2.0,60.0,2,4380.0
Super built-up  Area,Dodda Nekkundi,1200.0,2.0,2.0,71.0,2,5917.0
Super built-up  Area,Dodda Nekkundi,1585.0,2.0,2.0,79.0,3,4984.0
Built-up  Area,Dodda Nekkundi,1005.0,2.0,2.0,45.0,2,4478.0
Super built-up  Area,Dodda Nekkundi,1264.0,2.0,0.0,52.0,2,4114.0
Super built-up  Area,Doddaballapur,1690.0,3.0,2.0,80.0,4,4734.0
Plot  Area,Doddaballapur,4200.0,4.0,3.0,325.0,4,7738.0
Plot  Area,Doddaballapur,3876.0,3.0,1.0,300.0,3,7740.0
Plot  Area,Doddaballapur,2776.0,4.0,2.0,195.0,3,7024.0
Plot  Area,Doddaballapur,2440.0,3.0,1.0,142.0,3,5820.0
Plot  Area,Doddaballapur,2400.0,3.0,0.0,200.0,4,8333.0
Super built-up  Area,Doddaballapur,654.0,1.0,1.0,49.0,1,7492.0
Plot  Area,Doddaballapur,3206.0,5.0,0.0,270.0,4,8422.0
Super built-up  Area,Doddakallasandra,1010.0,2.0,1.0,40.39,2,3999.0
Super built-up  Area,Doddakallasandra,1010.0,2.0,1.0,40.39,2,3999.0
Super built-up  Area,Doddakallasandra,1072.0,2.0,1.0,42.87,2,3999.0
Super built-up  Area,Doddakallasandra,1010.0,2.0,1.0,40.4,2,4000.0
Super built-up  Area,Doddakallasandra,1010.0,2.0,1.0,41.0,2,4059.0
Super built-up  Area,Doddakallasandra,1072.0,2.0,1.0,42.87,2,3999.0
Super built-up  Area,Doddathoguru,970.0,2.0,0.0,33.0,2,3402.0
Built-up  Area,Doddathoguru,1050.0,2.0,1.0,32.0,2,3048.0
Super built-up  Area,Doddathoguru,850.0,2.0,1.0,25.0,2,2941.0
Super built-up  Area,Doddathoguru,1030.0,2.0,2.0,42.0,2,4078.0
Super built-up  Area,Doddathoguru,1549.0,3.0,2.0,65.0,3,4196.0
Super built-up  Area,Doddathoguru,550.0,1.0,1.0,17.0,1,3091.0
Super built-up  Area,Doddathoguru,1015.0,2.0,2.0,33.5,2,3300.0
Super built-up  Area,Doddathoguru,1104.0,2.0,2.0,39.0,2,3533.0
Super built-up  Area,Doddathoguru,915.0,2.0,1.0,32.0,2,3497.0
Super built-up  Area,Doddathoguru,750.0,1.0,1.0,25.5,1,3400.0
Super built-up  Area,Doddathoguru,1595.0,3.0,3.0,62.0,3,3887.0
Super built-up  Area,Doddathoguru,855.0,2.0,1.0,32.0,2,3743.0
Super built-up  Area,Doddathoguru,1105.0,2.0,1.0,50.0,2,4525.0
Built-up  Area,Doddathoguru,925.0,2.0,2.0,30.0,2,3243.0
Built-up  Area,Doddathoguru,1208.0,3.0,1.0,45.0,3,3725.0
Built-up  Area,Doddathoguru,1100.0,2.0,2.0,50.0,2,4545.0
Super built-up  Area,Doddathoguru,940.0,2.0,1.0,32.9,2,3500.0
Super built-up  Area,Doddathoguru,1382.0,3.0,1.0,65.0,3,4703.0
Built-up  Area,Doddathoguru,1107.0,2.0,3.0,44.0,2,3975.0
Built-up  Area,Doddathoguru,907.0,2.0,1.0,40.0,2,4410.0
Super built-up  Area,Doddathoguru,1783.0,3.0,3.0,85.0,3,4767.0
Super built-up  Area,Doddathoguru,550.0,1.0,1.0,17.0,1,3091.0
Super built-up  Area,Domlur,1540.0,3.0,2.0,90.0,3,5844.0
Super built-up  Area,Domlur,1875.0,2.0,2.0,150.0,3,8000.0
Super built-up  Area,Domlur,1429.0,3.0,3.0,86.0,3,6018.0
Built-up  Area,Domlur,640.0,1.0,0.0,55.0,1,8594.0
Super built-up  Area,Domlur,1050.0,2.0,2.0,85.0,2,8095.0
Super built-up  Area,Domlur,1800.0,3.0,2.0,150.0,3,8333.0
Super built-up  Area,Domlur,1720.0,3.0,1.0,135.0,3,7849.0
Super built-up  Area,Domlur,1950.0,3.0,3.0,165.0,3,8462.0
Built-up  Area,Domlur,2180.0,3.0,2.0,285.0,3,13073.0
Super built-up  Area,Domlur,650.0,1.0,1.0,70.0,1,10769.0
Super built-up  Area,Domlur,780.0,1.0,1.0,70.0,1,8974.0
Super built-up  Area,Domlur,2180.0,3.0,2.0,285.0,3,13073.0
Super built-up  Area,Domlur,1740.0,3.0,0.0,120.0,3,6897.0
Built-up  Area,Domlur,1695.0,3.0,2.0,125.0,3,7375.0
Super built-up  Area,Domlur,1246.0,2.0,1.0,95.0,2,7624.0
Super built-up  Area,Domlur,2100.0,3.0,2.0,145.0,3,6905.0
Super built-up  Area,Domlur,1276.0,2.0,2.0,80.0,2,6270.0
Super built-up  Area,Domlur,1850.0,3.0,1.0,180.0,3,9730.0
Super built-up  Area,Domlur,2955.0,3.0,0.0,235.0,3,7953.0
Built-up  Area,Domlur,1650.0,3.0,1.0,180.0,3,10909.0
Super built-up  Area,Dommasandra,805.0,2.0,1.0,22.14,2,2750.0
Built-up  Area,Dommasandra,1267.0,3.0,2.0,56.0,3,4420.0
Super built-up  Area,Dommasandra,1200.0,2.0,2.0,50.0,2,4167.0
Built-up  Area,Dommasandra,2700.0,3.0,2.0,68.0,4,2519.0
Super built-up  Area,Dommasandra,1153.0,2.0,2.0,43.5,2,3773.0
Plot  Area,Dommasandra,1500.0,2.0,0.0,40.0,2,2667.0
Super built-up  Area,Dommasandra,1090.0,2.0,2.0,43.5,2,3991.0
Super built-up  Area,Dommasandra,850.0,2.0,1.0,25.4,2,2988.0
Super built-up  Area,Dommasandra,674.0,1.0,1.0,19.9,2,2953.0
Super built-up  Area,Dommasandra,999.0,2.0,2.0,32.9,2,3293.0
Super built-up  Area,EPIP Zone,1499.0,5.0,2.0,102.0,3,6805.0
Super built-up  Area,EPIP Zone,1285.0,2.0,2.0,82.0,2,6381.0
Super built-up  Area,EPIP Zone,2330.0,3.0,2.0,162.0,3,6953.0
Super built-up  Area,EPIP Zone,1330.0,2.0,1.0,92.5,2,6955.0
Super built-up  Area,EPIP Zone,1330.0,2.0,1.0,86.98,2,6540.0
Super built-up  Area,EPIP Zone,1330.0,2.0,1.0,93.36,2,7020.0
Super built-up  Area,EPIP Zone,1500.0,3.0,3.0,102.0,3,6800.0
Built-up  Area,EPIP Zone,1280.0,2.0,1.0,69.0,2,5391.0
Built-up  Area,EPIP Zone,1125.0,2.0,1.0,65.0,2,5778.0
Super built-up  Area,EPIP Zone,1734.0,3.0,3.0,125.0,3,7209.0
Super built-up  Area,EPIP Zone,1343.0,2.0,2.0,86.0,2,6404.0
Super built-up  Area,EPIP Zone,2350.0,4.0,2.0,163.0,3,6936.0
Super built-up  Area,EPIP Zone,1860.0,3.0,2.0,130.0,3,6989.0
Super built-up  Area,EPIP Zone,2210.0,3.0,3.0,165.0,3,7466.0
Super built-up  Area,EPIP Zone,2710.0,3.0,2.0,177.0,3,6531.0
Super built-up  Area,Electronic City,1025.0,2.0,1.0,47.0,3,4585.0
Super built-up  Area,Electronic City,1500.0,2.0,1.0,64.5,3,4300.0
Built-up  Area,Electronic City,1060.0,2.0,1.0,60.0,2,5660.0
Super built-up  Area,Electronic City,1152.0,2.0,1.0,64.5,2,5599.0
Built-up  Area,Electronic City,770.0,1.0,1.0,36.0,2,4675.0
Super built-up  Area,Electronic City,1070.0,2.0,1.0,52.0,2,4860.0
Built-up  Area,Electronic City,1025.0,2.0,1.0,46.0,2,4488.0
Super built-up  Area,Electronic City,589.0,1.0,1.0,27.0,1,4584.0
Super built-up  Area,Electronic City,910.0,2.0,1.0,40.0,2,4396.0
Super built-up  Area,Electronic City,1108.0,2.0,1.0,63.0,2,5686.0
Super built-up  Area,Electronic City,1128.0,2.0,1.0,65.0,2,5762.0
Super built-up  Area,Electronic City,1800.0,3.0,2.0,95.0,3,5278.0
Built-up  Area,Electronic City,630.0,1.0,1.0,34.65,1,5500.0
Super built-up  Area,Electronic City,1128.0,2.0,1.0,63.0,2,5585.0
Super built-up  Area,Electronic City,1599.0,3.0,2.0,99.0,3,6191.0
Super built-up  Area,Electronic City,1070.0,2.0,1.0,55.0,2,5140.0
Super built-up  Area,Electronic City,940.0,2.0,1.0,41.0,2,4362.0
Super built-up  Area,Electronic City,1128.0,2.0,1.0,68.75,2,6095.0
Super built-up  Area,Electronic City,1342.0,2.0,1.0,73.3,2,5462.0
Super built-up  Area,Electronic City,1360.0,2.0,1.0,71.0,3,5221.0
Super built-up  Area,Electronic City,1265.0,2.0,0.0,56.93,2,4500.0
Super built-up  Area,Electronic City,1691.0,2.0,2.0,102.0,3,6032.0
Super built-up  Area,Electronic City,1128.0,2.0,1.0,65.49,2,5806.0
Super built-up  Area,Electronic City,1070.0,2.0,1.0,56.1,2,5243.0
Plot  Area,Electronic City,2000.0,4.0,0.0,120.0,4,6000.0
Built-up  Area,Electronic City,890.0,2.0,2.0,45.0,2,5056.0
Super built-up  Area,Electronic City,1128.0,2.0,1.0,65.65,2,5820.0
Built-up  Area,Electronic City,865.0,2.0,0.0,42.0,2,4855.0
Super built-up  Area,Electronic City,910.0,2.0,2.0,42.0,2,4615.0
Built-up  Area,Electronic City,1360.0,2.0,1.0,75.0,3,5515.0
Super built-up  Area,Electronic City,770.0,1.0,1.0,40.0,2,5195.0
Super built-up  Area,Electronic City,1128.0,2.0,1.0,64.0,2,5674.0
Super built-up  Area,Electronic City,1070.0,2.0,1.0,54.0,2,5047.0
Super built-up  Area,Electronic City,1571.0,3.0,2.0,89.0,3,5665.0
Super built-up  Area,Electronic City,1111.0,3.0,1.0,50.0,3,4500.0
Super built-up  Area,Electronic City,870.0,2.0,1.0,39.5,2,4540.0
Super built-up  Area,Electronic City,1374.0,2.0,1.0,72.0,3,5240.0
Super built-up  Area,Electronic City,1128.0,2.0,1.0,65.35,2,5793.0
Super built-up  Area,Electronic City,1128.0,2.0,1.0,65.0,2,5762.0
Super built-up  Area,Electronic City,755.0,1.0,1.0,34.0,2,4503.0
Super built-up  Area,Electronic City,1563.0,3.0,2.0,91.84,3,5876.0
Super built-up  Area,Electronic City,1652.0,3.0,2.0,70.0,3,4237.0
Super built-up  Area,Electronic City,1025.0,2.0,1.0,54.5,2,5317.0
Super built-up  Area,Electronic City,1350.0,3.0,2.0,58.0,3,4296.0
Super built-up  Area,Electronic City,1700.0,3.0,2.0,75.0,3,4412.0
Super built-up  Area,Electronic City,1128.0,2.0,1.0,68.0,2,6028.0
Built-up  Area,Electronic City,700.0,1.0,1.0,35.0,1,5000.0
Super built-up  Area,Electronic City,1360.0,2.0,1.0,70.5,3,5184.0
Super built-up  Area,Electronic City,1571.0,3.0,2.0,105.0,3,6684.0
Built-up  Area,Electronic City,1600.0,3.0,2.0,104.0,3,6500.0
Built-up  Area,Electronic City,1500.0,2.0,1.0,100.0,3,6667.0
Super built-up  Area,Electronic City,1152.0,2.0,1.0,65.0,2,5642.0
Super built-up  Area,Electronic City,1070.0,2.0,1.0,60.0,2,5607.0
Super built-up  Area,Electronic City,1128.0,2.0,1.0,65.5,2,5807.0
Super built-up  Area,Electronic City,1200.0,2.0,1.0,59.0,2,4917.0
Super built-up  Area,Electronic City,1152.0,2.0,1.0,65.75,2,5707.0
Super built-up  Area,Electronic City,1070.0,2.0,1.0,55.0,2,5140.0
Super built-up  Area,Electronic City,1060.0,2.0,1.0,58.0,2,5472.0
Super built-up  Area,Electronic City,1025.0,2.0,1.0,54.1,2,5278.0
Super built-up  Area,Electronic City,1500.0,2.0,1.0,78.0,3,5200.0
Super built-up  Area,Electronic City,1213.0,2.0,1.0,59.32,2,4890.0
Super built-up  Area,Electronic City,1575.0,3.0,2.0,90.0,3,5714.0
Built-up  Area,Electronic City,435.0,1.0,1.0,19.5,1,4483.0
Built-up  Area,Electronic City,1449.0,3.0,2.0,100.0,3,6901.0
Super built-up  Area,Electronic City,1125.0,2.0,1.0,58.0,2,5156.0
Super built-up  Area,Electronic City,1575.0,3.0,3.0,101.0,3,6413.0
Built-up  Area,Electronic City,550.0,1.0,1.0,12.0,1,2182.0
Super built-up  Area,Electronic City,919.0,2.0,2.0,40.0,2,4353.0
Super built-up  Area,Electronic City,1500.0,2.0,1.0,78.25,3,5217.0
